Tila;Epoch-aika;Päivä;Kuukausi;Vuosi;Tunti;Minuutti;Määrä
1478;1572538440;31;10;2019;19;14;0
1478;1572539400;31;10;2019;19;30;0
1478;1572540360;31;10;2019;19;46;0
1478;1572541320;31;10;2019;20;02;0
1478;1572542280;31;10;2019;20;18;0
1478;1572543240;31;10;2019;20;34;0
1478;1572544200;31;10;2019;20;50;0
1478;1572545160;31;10;2019;21;06;0
1478;1572546120;31;10;2019;21;22;0
1478;1572547080;31;10;2019;21;38;0
1478;1572548040;31;10;2019;21;54;0
1478;1572549000;31;10;2019;22;10;0
1478;1572549960;31;10;2019;22;26;0
1478;1572550920;31;10;2019;22;42;0
1478;1572551880;31;10;2019;22;58;0
1478;1572552840;31;10;2019;23;14;0
1478;1572553800;31;10;2019;23;30;0
1478;1572554760;31;10;2019;23;46;0
1478;1572555720;01;11;2019;00;02;0
1478;1572556680;01;11;2019;00;18;0
1478;1572557640;01;11;2019;00;34;0
1478;1572558600;01;11;2019;00;50;0
1478;1572559560;01;11;2019;01;06;0
1478;1572560520;01;11;2019;01;22;0
1478;1572561480;01;11;2019;01;38;0
1478;1572562440;01;11;2019;01;54;0
1478;1572563400;01;11;2019;02;10;0
1478;1572564360;01;11;2019;02;26;0
1478;1572565320;01;11;2019;02;42;0
1478;1572566280;01;11;2019;02;58;0
1478;1572567240;01;11;2019;03;14;0
1478;1572568200;01;11;2019;03;30;0
1478;1572569160;01;11;2019;03;46;0
1478;1572570120;01;11;2019;04;02;0
1478;1572571080;01;11;2019;04;18;0
1478;1572572040;01;11;2019;04;34;0
1478;1572573000;01;11;2019;04;50;0
1478;1572573960;01;11;2019;05;06;0
1478;1572574920;01;11;2019;05;22;0
1478;1572575880;01;11;2019;05;38;0
1478;1572576840;01;11;2019;05;54;0
1478;1572577800;01;11;2019;06;10;0
1478;1572578760;01;11;2019;06;26;0
1478;1572579720;01;11;2019;06;42;0
1478;1572580680;01;11;2019;06;58;0
1478;1572581640;01;11;2019;07;14;0
1478;1572582600;01;11;2019;07;30;0
1478;1572583560;01;11;2019;07;46;0
1478;1572584520;01;11;2019;08;02;0
1478;1572585480;01;11;2019;08;18;2
1478;1572586440;01;11;2019;08;34;3
1478;1572587400;01;11;2019;08;50;4
1478;1572588360;01;11;2019;09;06;4
1478;1572589320;01;11;2019;09;22;4
1478;1572590280;01;11;2019;09;38;4
1478;1572591240;01;11;2019;09;54;4
1478;1572592200;01;11;2019;10;10;5
1478;1572593160;01;11;2019;10;26;13
1478;1572594120;01;11;2019;10;42;16
1478;1572595080;01;11;2019;10;58;16
1478;1572596040;01;11;2019;11;14;16
1478;1572597000;01;11;2019;11;30;16
1478;1572597960;01;11;2019;11;46;2
1478;1572598920;01;11;2019;12;02;6
1478;1572599880;01;11;2019;12;18;18
1478;1572600840;01;11;2019;12;34;23
1478;1572601800;01;11;2019;12;50;25
1478;1572602760;01;11;2019;13;06;24
1478;1572603720;01;11;2019;13;22;22
1478;1572604680;01;11;2019;13;38;20
1478;1572605640;01;11;2019;13;54;16
1478;1572606600;01;11;2019;14;10;2
1478;1572607560;01;11;2019;14;26;2
1478;1572608520;01;11;2019;14;42;3
1478;1572609480;01;11;2019;14;58;4
1478;1572610440;01;11;2019;15;14;3
1478;1572611400;01;11;2019;15;30;3
1478;1572612360;01;11;2019;15;46;4
1478;1572613320;01;11;2019;16;02;2
1478;1572614280;01;11;2019;16;18;1
1478;1572615240;01;11;2019;16;34;0
1478;1572616200;01;11;2019;16;50;0
1478;1572617160;01;11;2019;17;06;0
1478;1572618120;01;11;2019;17;22;0
1478;1572619080;01;11;2019;17;38;0
1478;1572620040;01;11;2019;17;54;0
1478;1572621000;01;11;2019;18;10;0
1478;1572621960;01;11;2019;18;26;0
1478;1572622920;01;11;2019;18;42;0
1478;1572623880;01;11;2019;18;58;0
1478;1572624840;01;11;2019;19;14;0
1478;1572625800;01;11;2019;19;30;0
1478;1572626760;01;11;2019;19;46;0
1478;1572627720;01;11;2019;20;02;0
1478;1572628680;01;11;2019;20;18;0
1478;1572629640;01;11;2019;20;34;0
1478;1572630600;01;11;2019;20;50;0
1478;1572631560;01;11;2019;21;06;0
1478;1572632520;01;11;2019;21;22;0
1478;1572633480;01;11;2019;21;38;0
1478;1572634440;01;11;2019;21;54;0
1478;1572635400;01;11;2019;22;10;0
1478;1572636360;01;11;2019;22;26;0
1478;1572637320;01;11;2019;22;42;0
1478;1572638280;01;11;2019;22;58;0
1478;1572639240;01;11;2019;23;14;0
1478;1572640200;01;11;2019;23;30;0
1478;1572641160;01;11;2019;23;46;0
1478;1572642120;02;11;2019;00;02;0
1478;1572643080;02;11;2019;00;18;0
1478;1572644040;02;11;2019;00;34;0
1478;1572645000;02;11;2019;00;50;0
1478;1572645960;02;11;2019;01;06;0
1478;1572646920;02;11;2019;01;22;0
1478;1572647880;02;11;2019;01;38;0
1478;1572648840;02;11;2019;01;54;0
1478;1572649800;02;11;2019;02;10;0
1478;1572650760;02;11;2019;02;26;0
1478;1572651720;02;11;2019;02;42;0
1478;1572652680;02;11;2019;02;58;0
1478;1572653640;02;11;2019;03;14;0
1478;1572654600;02;11;2019;03;30;0
1478;1572655560;02;11;2019;03;46;0
1478;1572656520;02;11;2019;04;02;0
1478;1572657480;02;11;2019;04;18;0
1478;1572658440;02;11;2019;04;34;0
1478;1572659400;02;11;2019;04;50;0
1478;1572660360;02;11;2019;05;06;0
1478;1572661320;02;11;2019;05;22;0
1478;1572662280;02;11;2019;05;38;0
1478;1572663240;02;11;2019;05;54;0
1478;1572664200;02;11;2019;06;10;0
1478;1572665160;02;11;2019;06;26;0
1478;1572666120;02;11;2019;06;42;0
1478;1572667080;02;11;2019;06;58;0
1478;1572668040;02;11;2019;07;14;0
1478;1572669000;02;11;2019;07;30;0
1478;1572669960;02;11;2019;07;46;0
1478;1572670920;02;11;2019;08;02;0
1478;1572671880;02;11;2019;08;18;2
1478;1572672840;02;11;2019;08;34;2
1478;1572673800;02;11;2019;08;50;2
1478;1572674760;02;11;2019;09;06;2
1478;1572675720;02;11;2019;09;22;2
1478;1572676680;02;11;2019;09;38;2
1478;1572677640;02;11;2019;09;54;2
1478;1572678600;02;11;2019;10;10;2
1478;1572679560;02;11;2019;10;26;2
1478;1572680520;02;11;2019;10;42;2
1478;1572681480;02;11;2019;10;58;3
1478;1572682440;02;11;2019;11;14;2
1478;1572683400;02;11;2019;11;30;2
1478;1572684360;02;11;2019;11;46;2
1478;1572685320;02;11;2019;12;02;2
1478;1572686280;02;11;2019;12;18;2
1478;1572687240;02;11;2019;12;34;2
1478;1572688200;02;11;2019;12;50;2
1478;1572689160;02;11;2019;13;06;2
1478;1572690120;02;11;2019;13;22;2
1478;1572691080;02;11;2019;13;38;2
1478;1572692040;02;11;2019;13;54;2
1478;1572693000;02;11;2019;14;10;2
1478;1572693960;02;11;2019;14;26;1
1478;1572694920;02;11;2019;14;42;1
1478;1572695880;02;11;2019;14;58;1
1478;1572696840;02;11;2019;15;14;1
1478;1572697800;02;11;2019;15;30;1
1478;1572698760;02;11;2019;15;46;1
1478;1572699720;02;11;2019;16;02;0
1478;1572700680;02;11;2019;16;18;0
1478;1572701640;02;11;2019;16;34;0
1478;1572702600;02;11;2019;16;50;0
1478;1572703560;02;11;2019;17;06;0
1478;1572704520;02;11;2019;17;22;0
1478;1572705480;02;11;2019;17;38;0
1478;1572706440;02;11;2019;17;54;0
1478;1572707400;02;11;2019;18;10;0
1478;1572708360;02;11;2019;18;26;0
1478;1572709320;02;11;2019;18;42;0
1478;1572710280;02;11;2019;18;58;0
1478;1572711240;02;11;2019;19;14;0
1478;1572712200;02;11;2019;19;30;0
1478;1572713160;02;11;2019;19;46;0
1478;1572714120;02;11;2019;20;02;0
1478;1572715080;02;11;2019;20;18;0
1478;1572716040;02;11;2019;20;34;0
1478;1572717000;02;11;2019;20;50;0
1478;1572717960;02;11;2019;21;06;0
1478;1572718920;02;11;2019;21;22;0
1478;1572719880;02;11;2019;21;38;0
1478;1572720840;02;11;2019;21;54;0
1478;1572721800;02;11;2019;22;10;0
1478;1572722760;02;11;2019;22;26;0
1478;1572723720;02;11;2019;22;42;0
1478;1572724680;02;11;2019;22;58;0
1478;1572725640;02;11;2019;23;14;0
1478;1572726600;02;11;2019;23;30;0
1478;1572727560;02;11;2019;23;46;0
1478;1572728520;03;11;2019;00;02;0
1478;1572729480;03;11;2019;00;18;0
1478;1572730440;03;11;2019;00;34;0
1478;1572731400;03;11;2019;00;50;0
1478;1572732360;03;11;2019;01;06;0
1478;1572733320;03;11;2019;01;22;0
1478;1572734280;03;11;2019;01;38;0
1478;1572735240;03;11;2019;01;54;0
1478;1572736200;03;11;2019;02;10;0
1478;1572737160;03;11;2019;02;26;0
1478;1572738120;03;11;2019;02;42;0
1478;1572739080;03;11;2019;02;58;0
1478;1572740040;03;11;2019;03;14;0
1478;1572741000;03;11;2019;03;30;0
1478;1572741960;03;11;2019;03;46;0
1478;1572742920;03;11;2019;04;02;0
1478;1572743880;03;11;2019;04;18;0
1478;1572744840;03;11;2019;04;34;0
1478;1572745800;03;11;2019;04;50;0
1478;1572746760;03;11;2019;05;06;0
1478;1572747720;03;11;2019;05;22;0
1478;1572748680;03;11;2019;05;38;0
1478;1572749640;03;11;2019;05;54;0
1478;1572750600;03;11;2019;06;10;0
1478;1572751560;03;11;2019;06;26;0
1478;1572752520;03;11;2019;06;42;0
1478;1572753480;03;11;2019;06;58;0
1478;1572754440;03;11;2019;07;14;0
1478;1572755400;03;11;2019;07;30;0
1478;1572756360;03;11;2019;07;46;0
1478;1572757320;03;11;2019;08;02;0
1478;1572758280;03;11;2019;08;18;2
1478;1572759240;03;11;2019;08;34;1
1478;1572760200;03;11;2019;08;50;1
1478;1572761160;03;11;2019;09;06;1
1478;1572762120;03;11;2019;09;22;1
1478;1572763080;03;11;2019;09;38;1
1478;1572764040;03;11;2019;09;54;1
1478;1572765000;03;11;2019;10;10;1
1478;1572765960;03;11;2019;10;26;1
1478;1572766920;03;11;2019;10;42;2
1478;1572767880;03;11;2019;10;58;1
1478;1572768840;03;11;2019;11;14;1
1478;1572769800;03;11;2019;11;30;1
1478;1572770760;03;11;2019;11;46;2
1478;1572771720;03;11;2019;12;02;1
1478;1572772680;03;11;2019;12;18;1
1478;1572773640;03;11;2019;12;34;2
1478;1572774600;03;11;2019;12;50;2
1478;1572775560;03;11;2019;13;06;1
1478;1572776520;03;11;2019;13;22;2
1478;1572777480;03;11;2019;13;38;2
1478;1572778440;03;11;2019;13;54;2
1478;1572779400;03;11;2019;14;10;2
1478;1572780360;03;11;2019;14;26;1
1478;1572781320;03;11;2019;14;42;1
1478;1572782280;03;11;2019;14;58;1
1478;1572783240;03;11;2019;15;14;1
1478;1572784200;03;11;2019;15;30;1
1478;1572785160;03;11;2019;15;46;1
1478;1572786120;03;11;2019;16;02;0
1478;1572787080;03;11;2019;16;18;1
1478;1572788040;03;11;2019;16;34;0
1478;1572789000;03;11;2019;16;50;0
1478;1572789960;03;11;2019;17;06;0
1478;1572790920;03;11;2019;17;22;0
1478;1572791880;03;11;2019;17;38;0
1478;1572792840;03;11;2019;17;54;0
1478;1572793800;03;11;2019;18;10;0
1478;1572794760;03;11;2019;18;26;0
1478;1572795720;03;11;2019;18;42;0
1478;1572796680;03;11;2019;18;58;0
1478;1572797640;03;11;2019;19;14;0
1478;1572798600;03;11;2019;19;30;0
1478;1572799560;03;11;2019;19;46;0
1478;1572800520;03;11;2019;20;02;0
1478;1572801480;03;11;2019;20;18;0
1478;1572802440;03;11;2019;20;34;0
1478;1572803400;03;11;2019;20;50;0
1478;1572804360;03;11;2019;21;06;0
1478;1572805320;03;11;2019;21;22;0
1478;1572806280;03;11;2019;21;38;0
1478;1572807240;03;11;2019;21;54;0
1478;1572808200;03;11;2019;22;10;0
1478;1572809160;03;11;2019;22;26;0
1478;1572810120;03;11;2019;22;42;0
1478;1572811080;03;11;2019;22;58;0
1478;1572812040;03;11;2019;23;14;0
1478;1572813000;03;11;2019;23;30;0
1478;1572813960;03;11;2019;23;46;0
1478;1572814920;04;11;2019;00;02;0
1478;1572815880;04;11;2019;00;18;0
1478;1572816840;04;11;2019;00;34;0
1478;1572817800;04;11;2019;00;50;0
1478;1572818760;04;11;2019;01;06;0
1478;1572819720;04;11;2019;01;22;0
1478;1572820680;04;11;2019;01;38;0
1478;1572821640;04;11;2019;01;54;0
1478;1572822600;04;11;2019;02;10;0
1478;1572823560;04;11;2019;02;26;0
1478;1572824520;04;11;2019;02;42;0
1478;1572825480;04;11;2019;02;58;0
1478;1572826440;04;11;2019;03;14;0
1478;1572827400;04;11;2019;03;30;0
1478;1572828360;04;11;2019;03;46;0
1478;1572829320;04;11;2019;04;02;0
1478;1572830280;04;11;2019;04;18;0
1478;1572831240;04;11;2019;04;34;0
1478;1572832200;04;11;2019;04;50;0
1478;1572833160;04;11;2019;05;06;0
1478;1572834120;04;11;2019;05;22;0
1478;1572835080;04;11;2019;05;38;0
1478;1572836040;04;11;2019;05;54;0
1478;1572837000;04;11;2019;06;10;0
1478;1572837960;04;11;2019;06;26;0
1478;1572838920;04;11;2019;06;42;0
1478;1572839880;04;11;2019;06;58;0
1478;1572840840;04;11;2019;07;14;0
1478;1572841800;04;11;2019;07;30;0
1478;1572842760;04;11;2019;07;46;0
1478;1572843720;04;11;2019;08;02;0
1478;1572844680;04;11;2019;08;18;1
1478;1572845640;04;11;2019;08;34;1
1478;1572846600;04;11;2019;08;50;2
1478;1572847560;04;11;2019;09;06;2
1478;1572848520;04;11;2019;09;22;1
1478;1572849480;04;11;2019;09;38;1
1478;1572850440;04;11;2019;09;54;2
1478;1572851400;04;11;2019;10;10;16
1478;1572852360;04;11;2019;10;26;21
1478;1572853320;04;11;2019;10;42;23
1478;1572854280;04;11;2019;10;58;20
1478;1572855240;04;11;2019;11;14;20
1478;1572856200;04;11;2019;11;30;22
1478;1572857160;04;11;2019;11;46;5
1478;1572858120;04;11;2019;12;02;3
1478;1572859080;04;11;2019;12;18;8
1478;1572860040;04;11;2019;12;34;10
1478;1572861000;04;11;2019;12;50;9
1478;1572861960;04;11;2019;13;06;8
1478;1572862920;04;11;2019;13;22;8
1478;1572863880;04;11;2019;13;38;3
1478;1572864840;04;11;2019;13;54;2
1478;1572865800;04;11;2019;14;10;2
1478;1572866760;04;11;2019;14;26;1
1478;1572867720;04;11;2019;14;42;2
1478;1572868680;04;11;2019;14;58;2
1478;1572869640;04;11;2019;15;14;1
1478;1572870600;04;11;2019;15;30;2
1478;1572871560;04;11;2019;15;46;2
1478;1572872520;04;11;2019;16;02;3
1478;1572873480;04;11;2019;16;18;2
1478;1572874440;04;11;2019;16;34;3
1478;1572875400;04;11;2019;16;50;3
1478;1572876360;04;11;2019;17;06;3
1478;1572877320;04;11;2019;17;22;3
1478;1572878280;04;11;2019;17;38;2
1478;1572879240;04;11;2019;17;54;3
1478;1572880200;04;11;2019;18;10;2
1478;1572881160;04;11;2019;18;26;3
1478;1572882120;04;11;2019;18;42;3
1478;1572883080;04;11;2019;18;58;3
1478;1572884040;04;11;2019;19;14;2
1478;1572885000;04;11;2019;19;30;2
1478;1572885960;04;11;2019;19;46;3
1478;1572886920;04;11;2019;20;02;3
1478;1572887880;04;11;2019;20;18;2
1478;1572888840;04;11;2019;20;34;3
1478;1572889800;04;11;2019;20;50;3
1478;1572890760;04;11;2019;21;06;0
1478;1572891720;04;11;2019;21;22;0
1478;1572892680;04;11;2019;21;38;0
1478;1572893640;04;11;2019;21;54;0
1478;1572894600;04;11;2019;22;10;0
1478;1572895560;04;11;2019;22;26;0
1478;1572896520;04;11;2019;22;42;0
1478;1572897480;04;11;2019;22;58;0
1478;1572898440;04;11;2019;23;14;0
1478;1572899400;04;11;2019;23;30;0
1478;1572900360;04;11;2019;23;46;0
1478;1572901320;05;11;2019;00;02;0
1478;1572902280;05;11;2019;00;18;0
1478;1572903240;05;11;2019;00;34;0
1478;1572904200;05;11;2019;00;50;0
1478;1572905160;05;11;2019;01;06;0
1478;1572906120;05;11;2019;01;22;0
1478;1572907080;05;11;2019;01;38;0
1478;1572908040;05;11;2019;01;54;0
1478;1572909000;05;11;2019;02;10;0
1478;1572909960;05;11;2019;02;26;0
1478;1572910920;05;11;2019;02;42;0
1478;1572911880;05;11;2019;02;58;0
1478;1572912840;05;11;2019;03;14;0
1478;1572913800;05;11;2019;03;30;0
1478;1572914760;05;11;2019;03;46;0
1478;1572915720;05;11;2019;04;02;0
1478;1572916680;05;11;2019;04;18;0
1478;1572917640;05;11;2019;04;34;0
1478;1572918600;05;11;2019;04;50;0
1478;1572919560;05;11;2019;05;06;0
1478;1572920520;05;11;2019;05;22;0
1478;1572921480;05;11;2019;05;38;0
1478;1572922440;05;11;2019;05;54;0
1478;1572923400;05;11;2019;06;10;0
1478;1572924360;05;11;2019;06;26;0
1478;1572925320;05;11;2019;06;42;0
1478;1572926280;05;11;2019;06;58;0
1478;1572927240;05;11;2019;07;14;0
1478;1572928200;05;11;2019;07;30;0
1478;1572929160;05;11;2019;07;46;0
1478;1572930120;05;11;2019;08;02;0
1478;1572931080;05;11;2019;08;18;2
1478;1572932040;05;11;2019;08;34;2
1478;1572933000;05;11;2019;08;50;2
1478;1572933960;05;11;2019;09;06;1
1478;1572934920;05;11;2019;09;22;2
1478;1572935880;05;11;2019;09;38;3
1478;1572936840;05;11;2019;09;54;2
1478;1572937800;05;11;2019;10;10;2
1478;1572938760;05;11;2019;10;26;2
1478;1572939720;05;11;2019;10;42;2
1478;1572940680;05;11;2019;10;58;2
1478;1572941640;05;11;2019;11;14;2
1478;1572942600;05;11;2019;11;30;2
1478;1572943560;05;11;2019;11;46;2
1478;1572944520;05;11;2019;12;02;2
1478;1572945480;05;11;2019;12;18;1
1478;1572946440;05;11;2019;12;34;3
1478;1572947400;05;11;2019;12;50;2
1478;1572948360;05;11;2019;13;06;3
1478;1572949320;05;11;2019;13;22;26
1478;1572950280;05;11;2019;13;38;25
1478;1572951240;05;11;2019;13;54;26
1478;1572952200;05;11;2019;14;10;28
1478;1572953160;05;11;2019;14;26;28
1478;1572954120;05;11;2019;14;42;26
1478;1572955080;05;11;2019;14;58;0
1478;1572956040;05;11;2019;15;14;0
1478;1572957000;05;11;2019;15;30;0
1478;1572957960;05;11;2019;15;46;0
1478;1572958920;05;11;2019;16;02;1
1478;1572959880;05;11;2019;16;18;0
1478;1572960840;05;11;2019;16;34;0
1478;1572961800;05;11;2019;16;50;0
1478;1572962760;05;11;2019;17;06;0
1478;1572963720;05;11;2019;17;22;0
1478;1572964680;05;11;2019;17;38;0
1478;1572965640;05;11;2019;17;54;0
1478;1572966600;05;11;2019;18;10;0
1478;1572967560;05;11;2019;18;26;0
1478;1572968520;05;11;2019;18;42;0
1478;1572969480;05;11;2019;18;58;0
1478;1572970440;05;11;2019;19;14;0
1478;1572971400;05;11;2019;19;30;0
1478;1572972360;05;11;2019;19;46;0
1478;1572973320;05;11;2019;20;02;0
1478;1572974280;05;11;2019;20;18;0
1478;1572975240;05;11;2019;20;34;0
1478;1572976200;05;11;2019;20;50;0
1478;1572977160;05;11;2019;21;06;0
1478;1572978120;05;11;2019;21;22;0
1478;1572979080;05;11;2019;21;38;0
1478;1572980040;05;11;2019;21;54;0
1478;1572981000;05;11;2019;22;10;0
1478;1572981960;05;11;2019;22;26;0
1478;1572982920;05;11;2019;22;42;0
1478;1572983880;05;11;2019;22;58;0
1478;1572984840;05;11;2019;23;14;0
1478;1572985800;05;11;2019;23;30;0
1478;1572986760;05;11;2019;23;46;0
1478;1572987720;06;11;2019;00;02;0
1478;1572988680;06;11;2019;00;18;0
1478;1572989640;06;11;2019;00;34;0
1478;1572990600;06;11;2019;00;50;0
1478;1572991560;06;11;2019;01;06;0
1478;1572992520;06;11;2019;01;22;0
1478;1572993480;06;11;2019;01;38;0
1478;1572994440;06;11;2019;01;54;0
1478;1572995400;06;11;2019;02;10;0
1478;1572996360;06;11;2019;02;26;0
1478;1572997320;06;11;2019;02;42;0
1478;1572998280;06;11;2019;02;58;0
1478;1572999240;06;11;2019;03;14;0
1478;1573000200;06;11;2019;03;30;0
1478;1573001160;06;11;2019;03;46;0
1478;1573002120;06;11;2019;04;02;0
1478;1573003080;06;11;2019;04;18;0
1478;1573004040;06;11;2019;04;34;0
1478;1573005000;06;11;2019;04;50;0
1478;1573005960;06;11;2019;05;06;0
1478;1573006920;06;11;2019;05;22;0
1478;1573007880;06;11;2019;05;38;0
1478;1573008840;06;11;2019;05;54;0
1478;1573009800;06;11;2019;06;10;0
1478;1573010760;06;11;2019;06;26;0
1478;1573011720;06;11;2019;06;42;0
1478;1573012680;06;11;2019;06;58;0
1478;1573013640;06;11;2019;07;14;0
1478;1573014600;06;11;2019;07;30;0
1478;1573015560;06;11;2019;07;46;0
1478;1573016520;06;11;2019;08;02;0
1478;1573017480;06;11;2019;08;18;7
1478;1573018440;06;11;2019;08;34;6
1478;1573019400;06;11;2019;08;50;14
1478;1573020360;06;11;2019;09;06;14
1478;1573021320;06;11;2019;09;22;15
1478;1573022280;06;11;2019;09;38;14
1478;1573023240;06;11;2019;09;54;15
1478;1573024200;06;11;2019;10;10;22
1478;1573025160;06;11;2019;10;26;29
1478;1573026120;06;11;2019;10;42;28
1478;1573027080;06;11;2019;10;58;32
1478;1573028040;06;11;2019;11;14;28
1478;1573029000;06;11;2019;11;30;24
1478;1573029960;06;11;2019;11;46;22
1478;1573030920;06;11;2019;12;02;10
1478;1573031880;06;11;2019;12;18;6
1478;1573032840;06;11;2019;12;34;1
1478;1573033800;06;11;2019;12;50;8
1478;1573034760;06;11;2019;13;06;23
1478;1573035720;06;11;2019;13;22;28
1478;1573036680;06;11;2019;13;38;24
1478;1573037640;06;11;2019;13;54;26
1478;1573038600;06;11;2019;14;10;22
1478;1573039560;06;11;2019;14;26;21
1478;1573040520;06;11;2019;14;42;15
1478;1573041480;06;11;2019;14;58;11
1478;1573042440;06;11;2019;15;14;0
1478;1573043400;06;11;2019;15;30;0
1478;1573044360;06;11;2019;15;46;4
1478;1573045320;06;11;2019;16;02;13
1478;1573046280;06;11;2019;16;18;24
1478;1573047240;06;11;2019;16;34;27
1478;1573048200;06;11;2019;16;50;26
1478;1573049160;06;11;2019;17;06;28
1478;1573050120;06;11;2019;17;22;29
1478;1573051080;06;11;2019;17;38;27
1478;1573052040;06;11;2019;17;54;25
1478;1573053000;06;11;2019;18;10;2
1478;1573053960;06;11;2019;18;26;0
1478;1573054920;06;11;2019;18;42;0
1478;1573055880;06;11;2019;18;58;0
1478;1573056840;06;11;2019;19;14;0
1478;1573057800;06;11;2019;19;30;0
1478;1573058760;06;11;2019;19;46;0
1478;1573059720;06;11;2019;20;02;0
1478;1573060680;06;11;2019;20;18;0
1478;1573061640;06;11;2019;20;34;0
1478;1573062600;06;11;2019;20;50;0
1478;1573063560;06;11;2019;21;06;0
1478;1573064520;06;11;2019;21;22;0
1478;1573065480;06;11;2019;21;38;0
1478;1573066440;06;11;2019;21;54;0
1478;1573067400;06;11;2019;22;10;0
1478;1573068360;06;11;2019;22;26;0
1478;1573069320;06;11;2019;22;42;0
1478;1573070280;06;11;2019;22;58;0
1478;1573071240;06;11;2019;23;14;0
1478;1573072200;06;11;2019;23;30;0
1478;1573073160;06;11;2019;23;46;0
1478;1573074120;07;11;2019;00;02;0
1478;1573075080;07;11;2019;00;18;0
1478;1573076040;07;11;2019;00;34;0
1478;1573077000;07;11;2019;00;50;0
1478;1573077960;07;11;2019;01;06;0
1478;1573078920;07;11;2019;01;22;0
1478;1573079880;07;11;2019;01;38;0
1478;1573080840;07;11;2019;01;54;0
1478;1573081800;07;11;2019;02;10;0
1478;1573082760;07;11;2019;02;26;0
1478;1573083720;07;11;2019;02;42;0
1478;1573084680;07;11;2019;02;58;0
1478;1573085640;07;11;2019;03;14;0
1478;1573086600;07;11;2019;03;30;0
1478;1573087560;07;11;2019;03;46;0
1478;1573088520;07;11;2019;04;02;0
1478;1573089480;07;11;2019;04;18;0
1478;1573090440;07;11;2019;04;34;0
1478;1573091400;07;11;2019;04;50;0
1478;1573092360;07;11;2019;05;06;0
1478;1573093320;07;11;2019;05;22;0
1478;1573094280;07;11;2019;05;38;0
1478;1573095240;07;11;2019;05;54;0
1478;1573096200;07;11;2019;06;10;0
1478;1573097160;07;11;2019;06;26;0
1478;1573098120;07;11;2019;06;42;0
1478;1573099080;07;11;2019;06;58;0
1478;1573100040;07;11;2019;07;14;0
1478;1573101000;07;11;2019;07;30;0
1478;1573101960;07;11;2019;07;46;0
1478;1573102920;07;11;2019;08;02;0
1478;1573103880;07;11;2019;08;18;6
1478;1573104840;07;11;2019;08;34;7
1478;1573105800;07;11;2019;08;50;4
1478;1573106760;07;11;2019;09;06;5
1478;1573107720;07;11;2019;09;22;6
1478;1573108680;07;11;2019;09;38;5
